FL_Test | INFO flwr 2024-02-25 19:17:03,785 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:09:19,314 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.428571), (2, 0.428571)], 'Precision': [(1, 0.809524), (2, 0.809524)], 'Recall': [(1, 0.428571), (2, 0.428571)], 'F1_Score': [(1, 0.380952), (2, 0.380952)]}
FL_Test | INFO flwr 2024-02-26 09:09:19,314 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-02-26 09:09:19,314 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-02-26 09:11:51,821 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:11:51,828 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:11:51,828 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:11:51,829 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:11:59,725 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:11:59,725 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-02-26 09:11:59,725 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-02-26 09:12:15,222 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:15,255 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:15,328 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:15,378 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:15,378 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:15,457 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:15,554 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:15,603 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:15,603 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:15,685 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:15,771 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:15,848 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:15,848 | server.py:222 | fit_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:15,930 | server.py:236 | fit_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:16,020 | server.py:173 | evaluate_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:16,064 | server.py:187 | evaluate_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:16,065 | server.py:222 | fit_round 5: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:16,159 | server.py:236 | fit_round 5 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:16,276 | server.py:173 | evaluate_round 5: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:16,341 | server.py:187 | evaluate_round 5 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:16,341 | server.py:222 | fit_round 6: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:16,447 | server.py:236 | fit_round 6 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:16,533 | server.py:173 | evaluate_round 6: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:16,596 | server.py:187 | evaluate_round 6 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:16,596 | server.py:222 | fit_round 7: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:16,690 | server.py:236 | fit_round 7 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:16,773 | server.py:173 | evaluate_round 7: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:16,819 | server.py:187 | evaluate_round 7 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:16,819 | server.py:222 | fit_round 8: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:16,907 | server.py:236 | fit_round 8 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:17,004 | server.py:173 | evaluate_round 8: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:17,061 | server.py:187 | evaluate_round 8 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:17,062 | server.py:222 | fit_round 9: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:17,129 | server.py:236 | fit_round 9 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:17,217 | server.py:173 | evaluate_round 9: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:17,259 | server.py:187 | evaluate_round 9 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:17,260 | server.py:222 | fit_round 10: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:17,345 | server.py:236 | fit_round 10 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:12:17,429 | server.py:173 | evaluate_round 10: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:12:17,473 | server.py:187 | evaluate_round 10 received 3 results and 0 failures
FL_Test | INFO flwr 2024-02-26 09:12:17,473 | server.py:153 | FL finished in 17.747774413000116
FL_Test | INFO flwr 2024-02-26 09:12:17,473 | app.py:226 | app_fit: losses_distributed [(1, 20.596372604370117), (2, 20.596372604370117), (3, 20.596372604370117), (4, 20.596372604370117), (5, 20.596372604370117), (6, 20.596372604370117), (7, 20.596372604370117), (8, 20.596372604370117), (9, 20.596372604370117), (10, 20.596372604370117)]
FL_Test | INFO flwr 2024-02-26 09:12:17,473 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)]}
FL_Test | INFO flwr 2024-02-26 09:12:17,473 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.428571), (2, 0.428571), (3, 0.428571), (4, 0.428571), (5, 0.428571), (6, 0.428571), (7, 0.428571), (8, 0.428571), (9, 0.428571), (10, 0.428571)], 'Precision': [(1, 0.809524), (2, 0.809524), (3, 0.809524), (4, 0.809524), (5, 0.809524), (6, 0.809524), (7, 0.809524), (8, 0.809524), (9, 0.809524), (10, 0.809524)], 'Recall': [(1, 0.428571), (2, 0.428571), (3, 0.428571), (4, 0.428571), (5, 0.428571), (6, 0.428571), (7, 0.428571), (8, 0.428571), (9, 0.428571), (10, 0.428571)], 'F1_Score': [(1, 0.380952), (2, 0.380952), (3, 0.380952), (4, 0.380952), (5, 0.380952), (6, 0.380952), (7, 0.380952), (8, 0.380952), (9, 0.380952), (10, 0.380952)]}
FL_Test | INFO flwr 2024-02-26 09:12:17,473 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-02-26 09:12:17,473 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-02-26 09:20:24,966 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:20:24,971 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:20:24,971 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:20:24,971 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:24:40,633 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:24:40,640 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:24:40,640 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:24:40,641 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:29:47,882 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:29:47,889 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:29:47,889 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:29:47,889 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:30:56,511 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:30:56,517 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:30:56,518 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:30:56,518 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:31:36,989 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:31:36,995 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:31:36,996 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:31:36,996 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:32:50,768 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:32:50,775 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:32:50,775 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:32:50,775 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:41:17,751 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:41:17,756 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:41:17,756 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:41:17,756 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:42:55,503 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:42:55,510 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:42:55,510 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:42:55,511 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:42:59,143 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:42:59,143 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-02-26 09:42:59,143 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-02-26 09:43:17,381 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,393 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,395 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,410 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,411 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,421 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,423 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,435 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,435 | server.py:222 | fit_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,447 | server.py:236 | fit_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,450 | server.py:173 | evaluate_round 3: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,478 | server.py:187 | evaluate_round 3 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,479 | server.py:222 | fit_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,500 | server.py:236 | fit_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,501 | server.py:173 | evaluate_round 4: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,516 | server.py:187 | evaluate_round 4 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,517 | server.py:222 | fit_round 5: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,532 | server.py:236 | fit_round 5 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,535 | server.py:173 | evaluate_round 5: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,550 | server.py:187 | evaluate_round 5 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,550 | server.py:222 | fit_round 6: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,561 | server.py:236 | fit_round 6 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,562 | server.py:173 | evaluate_round 6: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,580 | server.py:187 | evaluate_round 6 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,580 | server.py:222 | fit_round 7: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,594 | server.py:236 | fit_round 7 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,595 | server.py:173 | evaluate_round 7: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,607 | server.py:187 | evaluate_round 7 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,607 | server.py:222 | fit_round 8: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,620 | server.py:236 | fit_round 8 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,622 | server.py:173 | evaluate_round 8: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,636 | server.py:187 | evaluate_round 8 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,637 | server.py:222 | fit_round 9: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,647 | server.py:236 | fit_round 9 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,649 | server.py:173 | evaluate_round 9: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,662 | server.py:187 | evaluate_round 9 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,663 | server.py:222 | fit_round 10: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,674 | server.py:236 | fit_round 10 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:43:17,676 | server.py:173 | evaluate_round 10: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:43:17,691 | server.py:187 | evaluate_round 10 received 3 results and 0 failures
FL_Test | INFO flwr 2024-02-26 09:43:17,691 | server.py:153 | FL finished in 18.547765285999958
FL_Test | INFO flwr 2024-02-26 09:43:17,691 | app.py:226 | app_fit: losses_distributed [(1, 20.596372604370117), (2, 20.596372604370117), (3, 20.596372604370117), (4, 20.596372604370117), (5, 20.596372604370117), (6, 20.596372604370117), (7, 20.596372604370117), (8, 20.596372604370117), (9, 20.596372604370117), (10, 20.596372604370117)]
FL_Test | INFO flwr 2024-02-26 09:43:17,691 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)]}
FL_Test | INFO flwr 2024-02-26 09:43:17,691 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.428571), (2, 0.428571), (3, 0.428571), (4, 0.428571), (5, 0.428571), (6, 0.428571), (7, 0.428571), (8, 0.428571), (9, 0.428571), (10, 0.428571)], 'Precision': [(1, 0.809524), (2, 0.809524), (3, 0.809524), (4, 0.809524), (5, 0.809524), (6, 0.809524), (7, 0.809524), (8, 0.809524), (9, 0.809524), (10, 0.809524)], 'Recall': [(1, 0.428571), (2, 0.428571), (3, 0.428571), (4, 0.428571), (5, 0.428571), (6, 0.428571), (7, 0.428571), (8, 0.428571), (9, 0.428571), (10, 0.428571)], 'F1_Score': [(1, 0.380952), (2, 0.380952), (3, 0.380952), (4, 0.380952), (5, 0.380952), (6, 0.380952), (7, 0.380952), (8, 0.380952), (9, 0.380952), (10, 0.380952)]}
FL_Test | INFO flwr 2024-02-26 09:43:17,691 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-02-26 09:43:17,691 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-02-26 09:44:31,184 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:44:31,191 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:44:31,191 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-02-26 09:44:31,191 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:44:42,976 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-02-26 09:44:42,976 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-02-26 09:44:42,976 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-02-26 09:44:59,538 | server.py:222 | fit_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:44:59,548 | server.py:236 | fit_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:44:59,550 | server.py:173 | evaluate_round 1: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:44:59,563 | server.py:187 | evaluate_round 1 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:44:59,563 | server.py:222 | fit_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:44:59,574 | server.py:236 | fit_round 2 received 3 results and 0 failures
FL_Test | DEBUG flwr 2024-02-26 09:44:59,575 | server.py:173 | evaluate_round 2: strategy sampled 3 clients (out of 3)
FL_Test | DEBUG flwr 2024-02-26 09:44:59,591 | server.py:187 | evaluate_round 2 received 3 results and 0 failures
FL_Test | INFO flwr 2024-02-26 09:44:59,591 | server.py:153 | FL finished in 16.614989239999886
FL_Test | INFO flwr 2024-02-26 09:44:59,592 | app.py:226 | app_fit: losses_distributed [(1, 20.596372604370117), (2, 20.596372604370117)]
FL_Test | INFO flwr 2024-02-26 09:44:59,592 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-02-26 09:44:59,592 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.428571), (2, 0.428571)], 'Precision': [(1, 0.809524), (2, 0.809524)], 'Recall': [(1, 0.428571), (2, 0.428571)], 'F1_Score': [(1, 0.380952), (2, 0.380952)]}
FL_Test | INFO flwr 2024-02-26 09:44:59,592 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-02-26 09:44:59,592 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-02-26 09:48:30,473 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-02-26 09:48:30,478 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-02-26 09:48:30,478 | server.py:89 | Initializing global parameters
